,id,shop_id,item_category_id,month_0,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,month_13,month_14,month_15,month_16,month_17,month_18,month_19,month_20,month_21,month_22,month_23,month_24,month_25,month_26,month_27,month_28,month_29,month_30,month_31,month_32,month_33
363,"(10, 63)",10,63,8.0,10.0,0.0,4.0,12.0,8.0,7.0,9.0,11.0,8.0,4.0,29.0,12.0,10.0,6.0,14.0,8.0,4.0,7.0,9.0,12.0,19.0,15.0,38.0,14.0,0.0,16.0,9.0,12.0,9.0,14.0,13.0,24.0,8.0
364,"(10, 64)",10,64,3.0,4.0,1.0,2.0,0.0,1.0,5.0,2.0,7.0,13.0,13.0,15.0,3.0,10.0,3.0,4.0,10.0,4.0,6.0,8.0,5.0,4.0,14.0,17.0,14.0,0.0,9.0,11.0,2.0,4.0,8.0,8.0,4.0,3.0
365,"(10, 65)",10,65,1.0,3.0,4.0,7.0,1.0,1.0,3.0,3.0,2.0,29.0,6.0,2.0,3.0,6.0,7.0,0.0,13.0,4.0,1.0,3.0,0.0,4.0,5.0,6.0,5.0,0.0,5.0,9.0,6.0,4.0,8.0,19.0,21.0,4.0
366,"(10, 67)",10,67,5.0,10.0,16.0,5.0,5.0,9.0,5.0,8.0,7.0,10.0,4.0,24.0,13.0,19.0,19.0,7.0,17.0,8.0,8.0,8.0,9.0,8.0,2.0,13.0,7.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0
367,"(10, 69)",10,69,4.0,3.0,3.0,22.0,4.0,2.0,1.0,1.0,5.0,8.0,4.0,27.0,6.0,13.0,5.0,0.0,2.0,1.0,3.0,1.0,7.0,4.0,4.0,20.0,7.0,0.0,6.0,10.0,2.0,6.0,4.0,6.0,1.0,2.0
368,"(10, 70)",10,70,1.0,2.0,1.0,6.0,2.0,5.0,0.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,6.0,0.0,0.0,5.0,4.0,3.0,2.0,5.0,1.0,2.0,3.0
369,"(10, 73)",10,73,4.0,3.0,5.0,4.0,7.0,9.0,2.0,3.0,4.0,3.0,3.0,3.0,6.0,5.0,3.0,2.0,5.0,5.0,2.0,1.0,2.0,3.0,4.0,4.0,7.0,0.0,2.0,6.0,2.0,5.0,7.0,7.0,5.0,3.0
370,"(10, 75)",10,75,57.0,63.0,49.0,26.0,16.0,22.0,32.0,26.0,42.0,59.0,38.0,60.0,44.0,51.0,43.0,31.0,19.0,16.0,31.0,25.0,32.0,25.0,24.0,45.0,24.0,0.0,24.0,19.0,23.0,12.0,13.0,16.0,21.0,14.0
371,"(10, 81)",10,81,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,"(10, 82)",10,82,34.0,19.0,12.0,13.0,17.0,8.0,18.0,8.0,13.0,12.0,18.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,"(10, 83)",10,83,12.0,18.0,11.0,11.0,3.0,11.0,15.0,6.0,8.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,6.0,2.0
374,"(12, 2)",12,2,5.0,17.0,6.0,17.0,6.0,4.0,6.0,19.0,5.0,10.0,11.0,9.0,10.0,5.0,9.0,7.0,4.0,1.0,1.0,6.0,4.0,8.0,8.0,5.0,4.0,8.0,4.0,3.0,4.0,0.0,3.0,1.0,4.0,4.0
375,"(12, 5)",12,5,5.0,3.0,0.0,6.0,3.0,4.0,6.0,9.0,2.0,4.0,5.0,10.0,0.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,6.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0
376,"(12, 6)",12,6,2.0,8.0,3.0,4.0,4.0,7.0,11.0,0.0,2.0,6.0,2.0,9.0,4.0,2.0,8.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,9.0,13.0,3.0,2.0,4.0,-1.0,0.0,5.0,0.0,3.0,2.0,3.0
377,"(12, 9)",12,9,149.0,159.0,211.0,138.0,95.0,124.0,83.0,124.0,141.0,253.0,976.0,362.0,158.0,419.0,772.0,399.0,552.0,192.0,208.0,200.0,416.0,356.0,1398.0,1129.0,467.0,480.0,492.0,1003.0,2005.0,528.0,513.0,276.0,816.0,2524.0
378,"(12, 11)",12,11,2.0,2.0,1.0,0.0,1.0,3.0,4.0,5.0,2.0,6.0,2.0,8.0,6.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
379,"(12, 14)",12,14,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,15.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
380,"(12, 19)",12,19,66.0,83.0,163.0,182.0,123.0,212.0,45.0,125.0,469.0,331.0,142.0,219.0,93.0,98.0,131.0,33.0,111.0,61.0,29.0,48.0,91.0,52.0,142.0,119.0,55.0,43.0,49.0,40.0,35.0,66.0,55.0,134.0,100.0,39.0
381,"(12, 21)",12,21,6.0,5.0,8.0,11.0,10.0,7.0,1.0,3.0,2.0,1.0,3.0,5.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
382,"(12, 22)",12,22,6.0,4.0,1.0,1.0,4.0,22.0,7.0,9.0,14.0,6.0,3.0,29.0,2.0,5.0,3.0,5.0,3.0,13.0,4.0,6.0,5.0,5.0,3.0,24.0,19.0,13.0,4.0,3.0,7.0,7.0,8.0,12.0,5.0,4.0
383,"(12, 23)",12,23,21.0,39.0,69.0,57.0,43.0,47.0,26.0,34.0,366.0,179.0,50.0,93.0,35.0,55.0,69.0,53.0,66.0,36.0,26.0,29.0,60.0,59.0,89.0,99.0,27.0,44.0,25.0,21.0,19.0,34.0,24.0,28.0,85.0,14.0
384,"(12, 25)",12,25,7.0,16.0,3.0,4.0,10.0,6.0,6.0,21.0,5.0,6.0,5.0,65.0,21.0,17.0,25.0,43.0,8.0,2.0,0.0,6.0,0.0,7.0,65.0,27.0,42.0,19.0,7.0,33.0,19.0,7.0,4.0,1.0,3.0,4.0
385,"(12, 28)",12,28,49.0,87.0,133.0,89.0,38.0,66.0,38.0,60.0,93.0,185.0,177.0,72.0,46.0,67.0,44.0,68.0,120.0,29.0,19.0,39.0,67.0,34.0,165.0,93.0,33.0,28.0,150.0,37.0,571.0,48.0,16.0,35.0,70.0,65.0
386,"(12, 29)",12,29,1.0,14.0,88.0,11.0,70.0,38.0,21.0,66.0,142.0,17.0,452.0,65.0,5.0,12.0,87.0,176.0,375.0,46.0,17.0,21.0,147.0,36.0,247.0,79.0,33.0,8.0,15.0,69.0,200.0,21.0,7.0,0.0,76.0,7.0
387,"(12, 30)",12,30,65.0,68.0,106.0,231.0,142.0,569.0,71.0,674.0,222.0,195.0,102.0,103.0,95.0,64.0,111.0,112.0,120.0,86.0,57.0,64.0,57.0,123.0,65.0,88.0,71.0,94.0,49.0,930.0,83.0,111.0,59.0,88.0,74.0,40.0
388,"(12, 37)",12,37,39.0,44.0,49.0,46.0,27.0,47.0,67.0,81.0,40.0,98.0,78.0,71.0,42.0,55.0,65.0,219.0,191.0,126.0,89.0,65.0,18.0,44.0,148.0,135.0,103.0,107.0,131.0,114.0,42.0,96.0,59.0,84.0,105.0,155.0
389,"(12, 38)",12,38,11.0,10.0,6.0,49.0,9.0,6.0,6.0,23.0,22.0,10.0,15.0,17.0,8.0,27.0,14.0,39.0,6.0,20.0,10.0,15.0,11.0,14.0,29.0,47.0,41.0,52.0,61.0,38.0,28.0,14.0,35.0,19.0,70.0,29.0
390,"(12, 40)",12,40,28.0,64.0,76.0,106.0,29.0,148.0,18.0,26.0,12.0,59.0,132.0,70.0,15.0,31.0,46.0,114.0,15.0,39.0,18.0,15.0,32.0,25.0,52.0,66.0,35.0,52.0,28.0,57.0,16.0,28.0,40.0,21.0,20.0,34.0
391,"(12, 41)",12,41,18.0,17.0,12.0,21.0,20.0,8.0,11.0,25.0,12.0,20.0,51.0,53.0,22.0,29.0,12.0,31.0,16.0,18.0,11.0,14.0,13.0,42.0,22.0,25.0,24.0,15.0,32.0,18.0,9.0,9.0,22.0,15.0,26.0,12.0
392,"(12, 43)",12,43,2.0,21.0,16.0,1.0,13.0,13.0,1.0,0.0,1.0,14.0,6.0,7.0,0.0,2.0,2.0,2.0,29.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,6.0,1.0,1.0,5.0,0.0,5.0,0.0,4.0,2.0,0.0
393,"(12, 46)",12,46,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,"(12, 49)",12,49,126.0,207.0,147.0,142.0,63.0,130.0,86.0,69.0,152.0,139.0,130.0,141.0,140.0,107.0,123.0,143.0,78.0,125.0,137.0,113.0,121.0,165.0,93.0,141.0,134.0,140.0,147.0,154.0,79.0,148.0,126.0,122.0,128.0,116.0
395,"(12, 55)",12,55,31.0,43.0,36.0,36.0,32.0,48.0,40.0,31.0,52.0,59.0,33.0,90.0,68.0,50.0,62.0,32.0,19.0,43.0,79.0,39.0,19.0,27.0,42.0,121.0,55.0,65.0,63.0,69.0,54.0,36.0,30.0,71.0,33.0,27.0
396,"(12, 56)",12,56,6.0,5.0,4.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,17.0,2.0,2.0,0.0,0.0,3.0,2.0,4.0,0.0,2.0,0.0,29.0,58.0,9.0,8.0,5.0,3.0,2.0,40.0,5.0,6.0,19.0,11.0
397,"(12, 57)",12,57,1.0,3.0,3.0,5.0,1.0,6.0,1.0,2.0,1.0,3.0,11.0,3.0,3.0,7.0,2.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,5.0,32.0,4.0,3.0,1.0,2.0,3.0,4.0,5.0,1.0,4.0
398,"(12, 59)",12,59,1.0,0.0,6.0,3.0,2.0,4.0,1.0,8.0,2.0,4.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,"(12, 62)",12,62,6.0,1.0,77.0,6.0,4.0,11.0,3.0,9.0,11.0,10.0,32.0,52.0,15.0,13.0,14.0,7.0,7.0,2.0,7.0,8.0,8.0,18.0,4.0,16.0,6.0,6.0,4.0,8.0,2.0,2.0,8.0,1.0,3.0,2.0
400,"(12, 63)",12,63,18.0,11.0,10.0,8.0,7.0,8.0,12.0,8.0,10.0,45.0,22.0,120.0,43.0,44.0,20.0,20.0,19.0,20.0,18.0,39.0,16.0,32.0,32.0,152.0,36.0,57.0,35.0,29.0,14.0,26.0,26.0,20.0,29.0,21.0
401,"(12, 64)",12,64,4.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,8.0,2.0,13.0,18.0,6.0,3.0,2.0,9.0,7.0,10.0,7.0,6.0,10.0,15.0,23.0,50.0,33.0,26.0,10.0,19.0,7.0,16.0,6.0,11.0,10.0,15.0
402,"(12, 67)",12,67,10.0,80.0,18.0,0.0,17.0,8.0,6.0,4.0,25.0,11.0,59.0,70.0,13.0,19.0,15.0,5.0,12.0,9.0,5.0,4.0,13.0,25.0,18.0,97.0,5.0,9.0,11.0,11.0,3.0,10.0,13.0,1.0,3.0,3.0
403,"(12, 69)",12,69,2.0,7.0,2.0,7.0,3.0,17.0,3.0,3.0,32.0,7.0,17.0,23.0,3.0,19.0,10.0,13.0,24.0,10.0,13.0,10.0,36.0,37.0,50.0,206.0,83.0,141.0,48.0,29.0,21.0,18.0,24.0,19.0,19.0,12.0
404,"(12, 70)",12,70,1.0,2.0,1.0,1.0,5.0,0.0,1.0,4.0,7.0,5.0,4.0,9.0,0.0,29.0,0.0,3.0,3.0,44.0,19.0,8.0,2.0,16.0,20.0,105.0,49.0,54.0,20.0,36.0,13.0,39.0,11.0,16.0,9.0,15.0
405,"(12, 72)",12,72,32.0,19.0,10.0,12.0,9.0,8.0,7.0,12.0,8.0,29.0,63.0,70.0,66.0,70.0,37.0,55.0,40.0,28.0,57.0,56.0,90.0,47.0,175.0,199.0,66.0,43.0,70.0,50.0,40.0,78.0,32.0,24.0,77.0,44.0
406,"(12, 73)",12,73,96.0,126.0,87.0,101.0,54.0,75.0,61.0,92.0,78.0,93.0,52.0,44.0,53.0,64.0,60.0,43.0,23.0,18.0,45.0,33.0,37.0,25.0,46.0,47.0,37.0,45.0,31.0,44.0,37.0,35.0,32.0,26.0,41.0,37.0
407,"(12, 75)",12,75,23.0,14.0,26.0,22.0,23.0,31.0,18.0,17.0,21.0,24.0,29.0,16.0,11.0,17.0,15.0,4.0,5.0,6.0,94.0,6.0,12.0,11.0,13.0,44.0,11.0,13.0,11.0,8.0,13.0,6.0,4.0,5.0,9.0,12.0
408,"(12, 77)",12,77,1.0,5.0,8.0,17.0,4.0,0.0,2.0,5.0,4.0,5.0,8.0,4.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,3.0,1.0,16.0,1.0,1.0,3.0,0.0,0.0,2.0,48.0
409,"(13, 28)",13,28,9.0,10.0,26.0,13.0,9.0,13.0,10.0,10.0,27.0,23.0,28.0,22.0,6.0,8.0,10.0,14.0,21.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,"(13, 30)",13,30,102.0,103.0,152.0,88.0,79.0,95.0,90.0,60.0,70.0,61.0,67.0,62.0,54.0,50.0,56.0,42.0,56.0,38.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,"(13, 37)",13,37,36.0,48.0,69.0,52.0,63.0,83.0,69.0,88.0,76.0,66.0,52.0,68.0,51.0,41.0,53.0,72.0,48.0,50.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,"(13, 38)",13,38,8.0,7.0,7.0,19.0,6.0,5.0,8.0,4.0,5.0,10.0,2.0,5.0,1.0,8.0,15.0,8.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,"(13, 40)",13,40,613.0,521.0,615.0,522.0,546.0,628.0,522.0,419.0,415.0,491.0,434.0,439.0,419.0,346.0,364.0,337.0,279.0,340.0,291.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,"(13, 41)",13,41,38.0,22.0,25.0,16.0,19.0,29.0,12.0,13.0,12.0,12.0,12.0,17.0,18.0,14.0,17.0,8.0,6.0,7.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,"(13, 43)",13,43,55.0,23.0,47.0,50.0,46.0,60.0,30.0,10.0,1.0,0.0,8.0,7.0,9.0,10.0,8.0,3.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,"(13, 45)",13,45,9.0,4.0,7.0,6.0,8.0,8.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,"(13, 55)",13,55,219.0,220.0,253.0,220.0,244.0,269.0,235.0,214.0,165.0,168.0,178.0,246.0,126.0,111.0,176.0,134.0,156.0,187.0,156.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,"(13, 59)",13,59,20.0,14.0,16.0,15.0,16.0,28.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,"(13, 65)",13,65,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,5.0,14.0,10.0,6.0,7.0,1.0,9.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,"(13, 71)",13,71,18.0,3.0,2.0,3.0,50.0,69.0,54.0,36.0,88.0,68.0,67.0,99.0,60.0,57.0,86.0,64.0,90.0,66.0,54.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,"(13, 75)",13,75,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,"(13, 82)",13,82,47.0,57.0,12.0,4.0,3.0,1.0,5.0,1.0,1.0,0.0,10.0,6.0,11.0,3.0,14.0,9.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,"(14, 2)",14,2,21.0,11.0,8.0,7.0,8.0,8.0,8.0,4.0,4.0,6.0,12.0,21.0,20.0,7.0,8.0,6.0,2.0,6.0,2.0,6.0,8.0,8.0,7.0,9.0,5.0,3.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0
424,"(14, 3)",14,3,5.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,7.0,50.0,28.0,32.0,9.0,8.0,13.0,9.0,13.0,18.0,15.0,21.0,19.0,26.0,15.0,17.0,9.0,11.0,9.0,12.0,9.0,13.0,12.0,12.0
425,"(14, 4)",14,4,1.0,2.0,0.0,1.0,6.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,"(14, 5)",14,5,9.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
427,"(14, 6)",14,6,10.0,4.0,8.0,8.0,8.0,6.0,4.0,6.0,4.0,14.0,12.0,10.0,14.0,8.0,9.0,7.0,17.0,6.0,14.0,5.0,6.0,4.0,10.0,10.0,7.0,3.0,7.0,2.0,2.0,0.0,5.0,2.0,3.0,4.0
428,"(14, 11)",14,11,6.0,0.0,2.0,3.0,1.0,2.0,5.0,8.0,2.0,9.0,1.0,3.0,5.0,2.0,3.0,0.0,4.0,1.0,2.0,3.0,0.0,2.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
429,"(14, 14)",14,14,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
430,"(14, 15)",14,15,5.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,6.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
431,"(14, 19)",14,19,135.0,146.0,189.0,104.0,117.0,246.0,123.0,222.0,134.0,247.0,160.0,188.0,132.0,139.0,103.0,48.0,90.0,87.0,78.0,113.0,114.0,78.0,85.0,120.0,92.0,62.0,63.0,30.0,43.0,78.0,56.0,89.0,79.0,45.0
432,"(14, 21)",14,21,66.0,40.0,43.0,24.0,35.0,32.0,26.0,20.0,5.0,20.0,16.0,14.0,13.0,8.0,11.0,3.0,2.0,3.0,6.0,7.0,3.0,2.0,9.0,14.0,2.0,2.0,4.0,1.0,6.0,4.0,5.0,4.0,0.0,0.0
433,"(14, 22)",14,22,17.0,7.0,9.0,8.0,11.0,17.0,9.0,4.0,1.0,3.0,1.0,25.0,7.0,6.0,5.0,4.0,5.0,3.0,6.0,13.0,3.0,11.0,3.0,13.0,13.0,11.0,12.0,5.0,7.0,7.0,7.0,9.0,9.0,3.0
434,"(14, 23)",14,23,57.0,117.0,121.0,71.0,75.0,112.0,75.0,97.0,87.0,156.0,107.0,144.0,142.0,126.0,123.0,74.0,75.0,88.0,83.0,95.0,100.0,74.0,101.0,142.0,117.0,60.0,59.0,33.0,48.0,61.0,50.0,93.0,91.0,37.0
435,"(14, 25)",14,25,1.0,3.0,5.0,7.0,5.0,4.0,7.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0
436,"(14, 28)",14,28,90.0,156.0,171.0,71.0,74.0,74.0,69.0,113.0,41.0,120.0,226.0,124.0,67.0,104.0,60.0,122.0,170.0,134.0,47.0,101.0,101.0,36.0,175.0,113.0,61.0,35.0,42.0,32.0,100.0,29.0,26.0,30.0,28.0,48.0
437,"(14, 29)",14,29,6.0,28.0,19.0,3.0,15.0,14.0,8.0,24.0,23.0,4.0,73.0,14.0,4.0,2.0,9.0,18.0,43.0,13.0,7.0,7.0,17.0,3.0,20.0,11.0,1.0,4.0,2.0,4.0,21.0,2.0,2.0,0.0,6.0,1.0
438,"(14, 30)",14,30,387.0,355.0,442.0,234.0,281.0,358.0,338.0,594.0,189.0,274.0,330.0,250.0,317.0,385.0,225.0,145.0,266.0,213.0,161.0,211.0,182.0,172.0,124.0,164.0,120.0,129.0,94.0,355.0,124.0,245.0,131.0,127.0,147.0,64.0
439,"(14, 33)",14,33,5.0,7.0,6.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,4.0,3.0,6.0,7.0,8.0,6.0,6.0,7.0,9.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,0.0,4.0,3.0,3.0,2.0,4.0
440,"(14, 35)",14,35,7.0,8.0,8.0,12.0,9.0,13.0,9.0,7.0,4.0,7.0,11.0,29.0,14.0,33.0,35.0,7.0,10.0,12.0,14.0,21.0,30.0,21.0,33.0,42.0,60.0,27.0,41.0,16.0,19.0,19.0,16.0,17.0,15.0,16.0
441,"(14, 37)",14,37,50.0,84.0,61.0,56.0,68.0,37.0,110.0,144.0,41.0,47.0,57.0,100.0,95.0,45.0,34.0,76.0,90.0,65.0,46.0,65.0,60.0,73.0,88.0,137.0,83.0,82.0,85.0,65.0,58.0,74.0,68.0,98.0,88.0,97.0
442,"(14, 38)",14,38,12.0,9.0,7.0,16.0,12.0,10.0,11.0,14.0,2.0,6.0,16.0,14.0,11.0,3.0,8.0,8.0,17.0,2.0,5.0,8.0,7.0,10.0,16.0,29.0,12.0,10.0,17.0,12.0,22.0,9.0,11.0,19.0,17.0,43.0
443,"(14, 40)",14,40,270.0,272.0,284.0,210.0,218.0,246.0,203.0,214.0,72.0,146.0,167.0,183.0,115.0,98.0,101.0,130.0,77.0,84.0,78.0,103.0,117.0,91.0,96.0,98.0,112.0,54.0,75.0,65.0,49.0,75.0,67.0,122.0,60.0,87.0
444,"(14, 41)",14,41,17.0,12.0,16.0,11.0,6.0,7.0,11.0,18.0,6.0,5.0,11.0,16.0,12.0,5.0,9.0,13.0,16.0,9.0,12.0,1.0,3.0,19.0,5.0,11.0,9.0,9.0,15.0,9.0,8.0,3.0,2.0,7.0,4.0,3.0
445,"(14, 49)",14,49,6.0,11.0,7.0,7.0,1.0,5.0,9.0,5.0,0.0,5.0,6.0,2.0,1.0,4.0,18.0,2.0,2.0,3.0,8.0,6.0,0.0,3.0,3.0,1.0,3.0,9.0,5.0,6.0,3.0,1.0,5.0,2.0,5.0,6.0
446,"(14, 55)",14,55,297.0,260.0,230.0,225.0,215.0,292.0,296.0,301.0,57.0,180.0,162.0,214.0,106.0,115.0,130.0,108.0,104.0,144.0,185.0,136.0,88.0,146.0,136.0,197.0,114.0,114.0,130.0,98.0,88.0,72.0,120.0,125.0,78.0,97.0
447,"(14, 56)",14,56,12.0,18.0,8.0,7.0,17.0,20.0,14.0,7.0,1.0,0.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,4.0,1.0,9.0,11.0,10.0,6.0,11.0,1.0,1.0,6.0,2.0,1.0,6.0,4.0
448,"(14, 59)",14,59,1.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,"(14, 60)",14,60,4.0,2.0,1.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
450,"(14, 62)",14,62,10.0,11.0,25.0,11.0,18.0,16.0,26.0,20.0,2.0,0.0,1.0,17.0,3.0,4.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
451,"(14, 63)",14,63,10.0,18.0,16.0,14.0,8.0,48.0,44.0,16.0,2.0,11.0,11.0,32.0,23.0,18.0,22.0,12.0,13.0,20.0,29.0,30.0,20.0,36.0,35.0,78.0,19.0,37.0,29.0,15.0,15.0,27.0,52.0,33.0,12.0,25.0
452,"(14, 64)",14,64,19.0,21.0,21.0,16.0,19.0,20.0,24.0,18.0,6.0,14.0,17.0,45.0,33.0,29.0,9.0,11.0,15.0,18.0,18.0,17.0,16.0,11.0,16.0,29.0,30.0,24.0,13.0,11.0,10.0,6.0,10.0,8.0,12.0,23.0
453,"(14, 65)",14,65,49.0,43.0,33.0,25.0,30.0,16.0,17.0,36.0,3.0,36.0,54.0,87.0,60.0,27.0,15.0,43.0,23.0,47.0,44.0,27.0,16.0,17.0,38.0,64.0,20.0,21.0,17.0,21.0,16.0,20.0,20.0,26.0,37.0,19.0
454,"(14, 66)",14,66,63.0,26.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
